company,segment,cost_center,account,ico,location,journal_name,period,type,tran_type,Entry Type,USD Amt
B23,61,1915,14000,3632,DFW,Invoices USD,Feb,Employee,Additions,Subledger,56722
B24,62,1915,14000,7060,DFW,Invoices USD,Feb,Employee,Additions,Subledger,56722
B24,19,1915,14000,1903,DFW,Invoices USD,Feb,Employee,Additions,Subledger,56722
B1,22,1915,14000,9742,DFW,Invoices USD,Feb,Rent,Additions,Subledger,56722
A0,80,1915,14000,9993,DFW,Invoices USD,Feb,Services,Additions,Subledger,56722
B1,52,1915,14000,3039,DFW,Invoices USD,Feb,Office,Additions,Subledger,56722
B24,86,1915,14000,2601,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,56722
B23,20,1915,14000,6445,DFW,Invoices USD,Feb,Software,Additions,Subledger,56722
C25,23,1915,14000,7809,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,56722
B22,19,1915,14000,9196,DFW,Invoices USD,Feb,Travel,Additions,Subledger,56722
A0,75,1915,14000,9494,DFW,Invoices USD,Feb,Software,Additions,Subledger,56722
B1,39,1915,14000,6941,DFW,Invoices USD,Feb,Services,Additions,Subledger,56722
B24,98,1915,14000,3910,DFW,Invoices USD,Feb,Employee,Additions,Subledger,56722
B24,55,1915,14000,8439,DFW,Invoices USD,Feb,Employee,Additions,Subledger,56722
C25,65,1915,14000,2143,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,56722
B24,52,1915,14000,2813,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,56722
C25,78,1915,14000,6054,DFW,Invoices USD,Feb,Training,Additions,Subledger,56722
C25,24,1915,14000,4148,DFW,Invoices USD,Feb,Rent,Additions,Subledger,56722
B22,45,1915,14000,3071,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,56722
C25,28,1915,14000,3401,DFW,Invoices USD,Feb,Services,Additions,Subledger,56722
A0,15,1915,14000,6988,DFW,Invoices USD,Feb,Training,Additions,Subledger,56722
B24,87,1915,14000,8795,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,56722
C25,62,1915,14000,2562,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,56722
B1,54,1915,14000,323,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,56722
B1,14,1915,14000,1676,DFW,Invoices USD,Feb,Services,Additions,Subledger,56722
A0,69,1915,14000,5668,DFW,Invoices USD,Feb,Travel,Additions,Subledger,56722
C25,66,1915,14000,7704,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,56722
A0,80,1915,14000,2622,DFW,Invoices USD,Feb,Travel,Additions,Subledger,56722
B22,83,1915,14000,663,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,56722
A0,11,1915,14000,9063,DFW,Invoices USD,Feb,Employee,Additions,Subledger,56722
B1,11,1915,14000,3486,DFW,Invoices USD,Feb,Employee,Additions,Subledger,56722
A0,68,1915,14000,9305,DFW,Invoices USD,Feb,Rent,Additions,Subledger,56722
B24,31,1915,14000,625,DFW,Invoices USD,Feb,Software,Additions,Subledger,56722
A0,69,1915,14000,6457,DFW,Invoices USD,Feb,Office,Additions,Subledger,56722
A0,83,1915,14000,1609,DFW,Invoices USD,Feb,Travel,Additions,Subledger,56722
A0,80,1915,14000,2195,DFW,Invoices USD,Feb,Travel,Additions,Subledger,56722
B22,65,1915,14000,131,DFW,Invoices USD,Feb,Software,Additions,Subledger,56722
C25,98,1915,14000,8790,DFW,Invoices USD,Feb,Employee,Additions,Subledger,56722
A0,90,1915,14000,6578,DFW,Invoices USD,Feb,Software,Additions,Subledger,56722
C25,62,1915,14000,877,DFW,Invoices USD,Feb,Office,Additions,Subledger,56722
B22,99,1915,14000,6514,DFW,Invoices USD,Feb,Rent,Additions,Subledger,56722
B24,15,1915,14000,9749,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,56722
B23,15,1915,14000,3827,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,56722
B24,86,1915,14000,6492,DFW,Invoices USD,Feb,Training,Additions,Subledger,56722
B23,49,1915,14000,1299,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,56722
A0,71,1915,14000,4520,DFW,Invoices USD,Feb,Software,Additions,Subledger,56722
C25,61,1915,14000,6646,DFW,Invoices USD,Feb,Training,Additions,Subledger,56722
B1,65,1915,14000,1790,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,56722
B23,59,1915,14000,7692,DFW,Invoices USD,Feb,Travel,Additions,Subledger,56722
C25,67,1915,14000,8199,DFW,Invoices USD,Feb,Travel,Additions,Subledger,56722
B23,14,1915,14000,8965,DFW,Invoices USD,Feb,Employee,Additions,Subledger,56722
B1,19,1915,14000,5626,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,56722
A0,34,1915,14000,833,DFW,Invoices USD,Feb,Rent,Additions,Subledger,56722
B24,10,1953,14000,6306,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,56643
A0,26,1953,14000,2957,DFW,Invoices USD,Feb,Rent,Additions,Subledger,56472
B1,32,1113,14000,1164,DFW,Invoices USD,Feb,Rent,Additions,Subledger,56466
B1,67,1115,14000,8066,DFW,Invoices USD,Feb,Rent,Additions,Subledger,56441
B23,26,1932,14000,7878,DFW,FAA M P 5.00 reclass opex to capex BMY BRTEAM RECL Capex BRL,Feb,Office,Additions,Manual,56371
B1,96,1952,14000,7017,DFW,Invoices USD,Feb,Rent,Additions,Subledger,56242
B24,10,1953,14000,4045,DFW,Invoices EUR,Feb,Services,Additions,Subledger,56229
B23,44,1915,14000,1984,DFW,Invoices USD,Feb,Travel,Additions,Subledger,56225
B24,66,1915,14000,263,DFW,Invoices EUR,Feb,Services,Additions,Subledger,56129
B22,90,1952,14000,8467,DFW,BMY DNA US Oracle rebate Reclass BMYCAPX ACC,Feb,Employee,Transfers,Manual,56029
A0,49,1995,14000,3744,DFW,Invoices USD,Feb,Software,Additions,Subledger,56024
B1,48,1915,14000,7661,DFW,Invoices USD,Feb,Software,Additions,Subledger,55933
B24,14,1915,14000,353,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
B23,56,1915,14000,3945,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,55933
B23,86,1915,14000,7221,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
B23,88,1915,14000,1525,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
B23,47,1915,14000,7882,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
B22,90,1915,14000,2426,DFW,Invoices USD,Feb,Software,Additions,Subledger,55933
A0,44,1915,14000,4329,DFW,Invoices USD,Feb,Travel,Additions,Subledger,55933
B22,65,1915,14000,6630,DFW,Invoices USD,Feb,Training,Additions,Subledger,55933
C25,71,1915,14000,4795,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,55933
B23,26,1915,14000,7612,DFW,Invoices USD,Feb,Rent,Additions,Subledger,55933
A0,51,1915,14000,2402,DFW,Invoices USD,Feb,Services,Additions,Subledger,55933
B23,65,1915,14000,4651,DFW,Invoices USD,Feb,Software,Additions,Subledger,55933
B22,88,1915,14000,9672,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,55933
C25,45,1915,14000,5287,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
C25,72,1915,14000,5243,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,55933
B1,49,1915,14000,5611,DFW,Invoices USD,Feb,Office,Additions,Subledger,55933
B22,10,1915,14000,3560,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,55933
C25,84,1915,14000,6227,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,55933
B24,11,1915,14000,7453,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,55933
A0,12,1915,14000,4374,DFW,Invoices USD,Feb,Office,Additions,Subledger,55933
A0,53,1915,14000,2802,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,55933
B22,32,1915,14000,6240,DFW,Invoices USD,Feb,Training,Additions,Subledger,55933
B24,70,1915,14000,9264,DFW,Invoices USD,Feb,Office,Additions,Subledger,55933
B23,65,1915,14000,4682,DFW,Invoices USD,Feb,Services,Additions,Subledger,55933
A0,65,1915,14000,9691,DFW,Invoices USD,Feb,Training,Additions,Subledger,55933
A0,24,1915,14000,3193,DFW,Invoices USD,Feb,Office,Additions,Subledger,55933
B22,62,1915,14000,463,DFW,Invoices USD,Feb,Office,Additions,Subledger,55933
C25,65,1915,14000,1780,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
A0,36,1915,14000,2372,DFW,Invoices USD,Feb,Software,Additions,Subledger,55933
B23,98,1915,14000,399,DFW,Invoices USD,Feb,Training,Additions,Subledger,55933
A0,39,1915,14000,8598,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
A0,100,1915,14000,4715,DFW,Invoices USD,Feb,Office,Additions,Subledger,55933
B22,12,1915,14000,6381,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
B22,74,1915,14000,980,DFW,Invoices USD,Feb,Office,Additions,Subledger,55933
C25,38,1915,14000,1062,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
B1,94,1915,14000,8362,DFW,Invoices USD,Feb,Travel,Additions,Subledger,55933
B23,31,1915,14000,1883,DFW,Invoices USD,Feb,Office,Additions,Subledger,55933
B24,21,1915,14000,9256,DFW,Invoices USD,Feb,Training,Additions,Subledger,55933
B22,70,1915,14000,3619,DFW,Invoices USD,Feb,Office,Additions,Subledger,55933
B23,71,1915,14000,2562,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
B1,98,1915,14000,1754,DFW,Invoices USD,Feb,Travel,Additions,Subledger,55933
B23,43,1915,14000,3722,DFW,Invoices USD,Feb,Training,Additions,Subledger,55933
A0,78,1915,14000,8171,DFW,Invoices USD,Feb,Travel,Additions,Subledger,55933
B22,95,1915,14000,499,DFW,Invoices USD,Feb,Services,Additions,Subledger,55933
C25,75,1915,14000,1027,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,55933
B24,84,1915,14000,2172,DFW,Invoices USD,Feb,Office,Additions,Subledger,55933
B24,11,1915,14000,4889,DFW,Invoices USD,Feb,Office,Additions,Subledger,55933
A0,91,1915,14000,7708,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
C25,86,1915,14000,169,DFW,Invoices USD,Feb,Employee,Additions,Subledger,55933
B1,98,1915,14000,1475,DHO,Invoices USD,Feb,Services,Additions,Subledger,55933
B23,36,1915,14000,6729,DHO,Invoices USD,Feb,Office,Additions,Subledger,55933
C25,44,1915,14000,2389,DSS,Invoices USD,Feb,Rent,Additions,Subledger,55647
B24,23,1995,14000,8958,DSS,Invoices USD,Feb,Software,Additions,Subledger,55646
B22,94,1915,14000,5882,DSS,TOA IC JE TOA D INTER ADJ CAD JAN,Feb,Software,Transfers,Manual,55544
B22,49,1951,14000,8784,DSS,Invoices USD,Feb,Office,Additions,Subledger,55427
C25,36,1953,14000,1931,DSS,Invoices USD,Feb,Services,Additions,Subledger,55424
C25,52,1952,14000,4081,DTW,Invoices USD,Feb,Software,Additions,Subledger,55372
C25,17,1932,14000,2374,DTW,Invoices USD,Feb,Marketing,Additions,Subledger,55365
B22,52,1932,14000,6109,DTW,Invoices USD,Feb,Training,Additions,Subledger,55351
C25,73,1915,14000,3682,DTW,Invoices EUR,Feb,Employee,Additions,Subledger,55342
C25,84,1952,14000,6879,DOH,Invoices USD,Feb,Travel,Additions,Subledger,55296
C25,47,1915,14000,4157,DOH,Invoices USD,Feb,Office,Additions,Subledger,55277
B1,32,1952,14000,7030,DOH,Invoices USD,Feb,Services,Additions,Subledger,55277
B23,64,1995,14000,8336,DTW,Invoices USD,Feb,Training,Additions,Subledger,55273
B24,49,1965,14000,2516,DOH,Invoices INR,Feb,Software,Additions,Subledger,55232
B1,96,1953,14000,1733,DTW,REC BRL,Feb,Employee,Additions,Manual,55232
A0,40,1915,14000,1046,DOH,Invoices USD,Feb,Software,Additions,Subledger,55215
B22,20,1953,14000,6134,DOH,Invoices USD,Feb,Employee,Additions,Subledger,55215
B24,72,1932,14000,1132,DUB,TOA IC JE TOA D INTER ADJ BHD MAR,Feb,Training,Transfers,Manual,55214
B23,52,1915,14000,6831,DUB,REC BRL,Feb,Office,Additions,Manual,55123
B1,73,1932,14000,606,DUB,Invoices USD,Feb,Software,Additions,Subledger,55122
B23,23,1953,14000,6924,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,55060
B22,14,1953,14000,4504,DUB,Invoices USD,Feb,Services,Additions,Subledger,55030
B23,56,1953,14000,7603,DUB,Invoices USD,Feb,Software,Additions,Subledger,55000
A0,88,1932,14000,7581,DUB,Invoices USD,Feb,Employee,Additions,Subledger,54991
C25,96,2192,14000,5345,DUB,Invoices EUR,Feb,Insurance,Additions,Subledger,54922
B1,92,1915,14000,8986,DUB,Invoices BRL,Feb,Software,Additions,Subledger,54576
C25,75,1953,14000,7652,DUB,Invoices GBP,Feb,Travel,Additions,Subledger,54457
A0,34,1965,14000,8032,DUB,Invoices EUR,Feb,Insurance,Additions,Subledger,54364
B22,87,1965,14000,9062,DUB,Invoices USD,Feb,Insurance,Additions,Subledger,54356
B23,19,1915,14000,4427,DUB,Invoices EUR,Feb,Software,Additions,Subledger,54332
B23,66,1995,14000,9141,DUB,Invoices USD,Feb,Travel,Additions,Subledger,54242
B1,33,1953,14000,6968,DUB,Invoices USD,Feb,Training,Additions,Subledger,54220
B22,42,1953,14000,5345,DUB,Invoices USD,Feb,Insurance,Additions,Subledger,54200
C25,13,1952,14000,7040,DUB,Invoices USD,Feb,Employee,Additions,Subledger,54090
B24,36,1932,14000,9856,DUB,FOAA VAT Reserve ACE Reclass BHD,Feb,Travel,Additions,Manual,54025
B1,62,1953,14000,2559,DUB,Invoices USD,Feb,Insurance,Additions,Subledger,54000
A0,81,1995,14000,5462,DUB,Invoices USD,Feb,Training,Additions,Subledger,53956
B23,18,1953,14000,9862,DUB,Invoices USD,Feb,Services,Additions,Subledger,53947
B1,60,1965,14000,8714,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,53791
B1,58,1915,14000,563,DUB,Invoices CAD,Feb,Employee,Additions,Subledger,53722
B24,64,1915,14000,4549,DUB,Invoices EUR,Feb,Rent,Additions,Subledger,53632
B1,75,1953,14000,2752,DUB,Invoices USD,Feb,Services,Additions,Subledger,53500
C25,63,1965,14000,8209,DUB,Invoices GBP,Feb,Rent,Additions,Subledger,53499
B22,66,1932,14000,5494,DUB,Invoices USD,Feb,Software,Additions,Subledger,53491
B24,70,1995,14000,2440,DUB,Invoices USD,Feb,Employee,Additions,Subledger,53427
B1,77,1995,14000,1529,DUB,Invoices GBP,Feb,Rent,Additions,Subledger,53396
B24,32,1965,14000,6536,DUB,Invoices USD,Feb,Training,Additions,Subledger,53312
B24,43,1953,14000,5612,DUB,Invoices EUR,Feb,Services,Additions,Subledger,53301
B24,82,1952,14000,3268,DUB,Invoices EUR,Feb,Training,Additions,Subledger,53244
B24,22,1953,14000,8671,DUB,Invoices USD,Feb,Rent,Additions,Subledger,53227
A0,59,1952,14000,7577,DUB,Invoices USD,Feb,Rent,Additions,Subledger,53220
B24,81,1953,14000,2680,DUB,Invoices INR,Feb,Rent,Additions,Subledger,53207
B1,47,1915,14000,3086,DUB,Invoices MXN,Feb,Services,Additions,Subledger,53111
B1,92,1915,14000,3656,DUB,Invoices JPY,Feb,Software,Additions,Subledger,53091
A0,11,1953,14000,9776,DUB,Invoices INR,Feb,Rent,Additions,Subledger,53077
B22,40,1995,14000,6292,DUB,Invoices USD,Feb,Rent,Additions,Subledger,53051
A0,12,1953,14000,1640,DUB,Invoices USD,Feb,Services,Additions,Subledger,53039
A0,28,1915,14000,6514,DUB,Invoices EUR,Feb,Marketing,Additions,Subledger,53002
B1,21,1952,14000,5519,DUB,Invoices USD,Feb,Office,Additions,Subledger,53000
B22,46,1953,14000,6285,DUB,Invoices USD,Feb,Training,Additions,Subledger,53000
C25,50,1995,14000,9589,DFW,Invoices EUR,Feb,Insurance,Additions,Subledger,52990
C25,31,1915,14000,3041,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,52932
A0,61,1915,14000,735,DUB,Invoices USD,Feb,Travel,Additions,Subledger,52902
A0,88,1953,14000,8758,DFW,Invoices SGD,Feb,Rent,Additions,Subledger,52743
B22,55,1932,14000,8287,DFW,Addition AUD,Feb,Rent,Additions,Subledger,52732
A0,12,1915,14000,5316,DFW,Invoices USD,Feb,Employee,Additions,Subledger,52723
B23,40,1953,14000,1588,DFW,Invoices THB,Feb,Employee,Additions,Subledger,52722
B23,58,1953,14000,9033,DUB,Invoices USD,Feb,Travel,Additions,Subledger,52712
C25,40,1953,14000,2861,DUB,Invoices USD,Feb,Training,Additions,Subledger,52712
B1,51,1953,14000,5826,DFW,Invoices USD,Feb,Training,Additions,Subledger,52700
B23,52,1995,14000,9405,DFW,Invoices EUR,Feb,Services,Additions,Subledger,52672
A0,36,1915,14000,844,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,52672
B22,32,1952,14000,6590,DFW,Invoices USD,Feb,Marketing,Additions,Subledger,52556
B23,80,1995,14000,9429,DUB,Invoices USD,Feb,Software,Additions,Subledger,52555
B23,65,1915,14000,1874,DFW,Invoices MXN,Feb,Employee,Additions,Subledger,52513
B24,72,1965,14000,1800,DUB,Invoices INR,Feb,Rent,Additions,Subledger,52430
B23,35,1915,14000,1214,DUB,Invoices EUR,Feb,Insurance,Additions,Subledger,52426
B22,80,1953,14000,626,DFW,Invoices USD,Feb,Insurance,Additions,Subledger,52405
A0,37,1965,14000,9315,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,52369
B23,99,1151,14000,8606,DUB,Invoices GBP,Feb,Employee,Additions,Subledger,52362
B24,62,1915,14000,2546,DUB,Invoices BRL,Feb,Marketing,Additions,Subledger,52349
B24,57,1953,14000,3988,DUB,Invoices USD,Feb,Rent,Additions,Subledger,52252
B24,35,1995,14000,6324,DFW,Invoices USD,Feb,Training,Additions,Subledger,52244
B24,81,1953,14000,3442,DFW,Invoices USD,Feb,Employee,Additions,Subledger,52225
A0,41,1151,14000,9041,DFW,Invoices JPY,Feb,Software,Additions,Subledger,52214
C25,73,2192,14000,1460,DUB,CIP Adjustment SGD,Feb,Software,Transfers,Subledger,52212
B24,84,1953,14000,7051,DFW,Invoices USD,Feb,Office,Additions,Subledger,52212
B23,27,1995,14000,7106,DUB,Invoices SGD,Feb,Software,Additions,Subledger,52200
B23,74,1965,14000,5097,DUB,Invoices USD,Feb,Insurance,Additions,Subledger,52191
A0,24,1953,14000,7343,DUB,Invoices USD,Feb,Employee,Additions,Subledger,52162
B23,30,1953,14000,328,DUB,Invoices USD,Feb,Insurance,Additions,Subledger,52152
B24,29,1965,14000,4796,DFW,Invoices USD,Feb,Software,Additions,Subledger,52140
C25,26,1915,14000,7922,DUB,CR Cash Manual Entries Accrual Export.mx Accrual MXN,Feb,Travel,Additions,Manual,52093
B24,53,1953,14000,4985,DUB,Invoices EUR,Feb,Travel,Additions,Subledger,51972
B22,37,1952,14000,7882,DUB,Invoices EUR,Feb,Services,Additions,Subledger,51917
C25,34,1932,14000,412,DUB,REC BRL,Feb,Employee,Additions,Manual,51743
B22,79,1953,14000,9084,DUB,Invoices USD,Feb,Insurance,Additions,Subledger,51722
C25,64,1915,14000,2811,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,51712
B1,15,1995,14000,9746,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,51699
B1,82,1932,14000,8395,DUB,Invoices USD,Feb,Office,Additions,Subledger,51651
B1,18,1953,14000,5096,DUB,Invoices USD,Feb,Office,Additions,Subledger,51600
B1,49,1953,14000,7755,DUB,Invoices USD,Feb,Software,Additions,Subledger,51575
B23,55,1953,14000,8010,DUB,Invoices JPY,Feb,Office,Additions,Subledger,51563
A0,33,1952,14000,8246,DUB,Invoices AUD,Feb,Rent,Additions,Subledger,51514
B22,67,1932,14000,2311,DUB,REC BRL,Feb,Office,Additions,Manual,51506
C25,88,1953,14000,1601,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,51494
B24,88,1953,14000,8093,DUB,Invoices USD,Feb,Employee,Additions,Subledger,51471
B23,55,1915,14000,3166,DUB,Invoices INR,Feb,Software,Additions,Subledger,51443
A0,53,1995,14000,7295,DUB,Invoices JPY,Feb,Marketing,Additions,Subledger,51393
C25,62,1151,14000,4956,DUB,Invoices USD,Feb,Rent,Additions,Subledger,51391
C25,43,1932,14000,7364,DUB,Invoices USD,Feb,Services,Additions,Subledger,51325
B23,13,1932,14000,5277,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,51325
B23,10,1952,14000,1336,DUB,Invoices USD,Feb,Travel,Additions,Subledger,51313
A0,77,1915,14000,4966,DUB,Invoices EUR,Feb,Office,Additions,Subledger,51311
A0,79,1953,14000,1064,DUB,Invoices USD,Feb,Insurance,Additions,Subledger,51250
B23,65,1151,14000,1531,DUB,Invoices USD,Feb,Rent,Additions,Subledger,51226
C25,78,1952,14000,7854,DUB,Invoices USD,Feb,Software,Additions,Subledger,51213
B23,45,1953,14000,9870,DUB,Invoices MXN,Feb,Software,Additions,Subledger,51152
B1,50,1953,14000,131,DUB,Invoices USD,Feb,Services,Additions,Subledger,51120
B1,15,1952,14000,4500,DUB,Invoices MYR,Feb,Marketing,Additions,Subledger,50972
B1,20,1952,14000,3205,DUB,Invoices MYR,Feb,Services,Additions,Subledger,50972
B24,94,1965,14000,7399,DUB,Invoices EUR,Feb,Training,Additions,Subledger,50916
B24,30,2192,14000,5497,DUB,Invoices EUR,Feb,Services,Additions,Subledger,50902
B22,84,1932,14000,5002,DUB,Invoices USD,Feb,Software,Additions,Subledger,50791
B22,11,1965,14000,8997,DUB,Adjustment USD,Feb,Services,Adjustment,Subledger,50730
B24,32,1953,14000,8840,DUB,Invoices USD,Feb,Travel,Additions,Subledger,50561
A0,79,1915,14000,9410,DUB,Invoices USD,Feb,Software,Additions,Subledger,50496
C25,41,1952,14000,9669,DUB,Invoices USD,Feb,Services,Additions,Subledger,50456
B23,39,1965,14000,7933,DUB,Invoices CAD,Feb,Marketing,Additions,Subledger,50432
A0,60,1915,14000,186,DUB,Invoices USD,Feb,Insurance,Additions,Subledger,50373
A0,95,1953,14000,6523,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,50360
B23,45,1915,14000,3147,DUB,Invoices USD,Feb,Office,Additions,Subledger,50262
B22,61,1953,14000,3174,DUB,Invoices EUR,Feb,Software,Additions,Subledger,50232
A0,49,1113,14000,2678,DUB,Invoices USD,Feb,Services,Additions,Subledger,50220
B23,64,1113,14000,5241,DUB,Invoices USD,Feb,Software,Additions,Subledger,50220
B22,73,1915,14000,7595,DUB,DNA TOA BMY EMEA EMEABMY ALLO FAA EUR Average FEB,Feb,Employee,Additions,Manual,50167
B24,69,1953,14000,8170,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,50156
B24,66,1965,14000,9080,DUB,Invoices USD,Feb,Software,Additions,Subledger,50079
B24,20,1953,14000,9672,DUB,Invoices USD,Feb,Office,Additions,Subledger,50053
B1,27,1952,14000,2294,DUB,Invoices USD,Feb,Software,Additions,Subledger,50042
B23,97,1115,14000,762,DUB,Invoices USD,Feb,Services,Additions,Subledger,50000
B1,23,1953,14000,1897,DUB,Invoices USD,Feb,Rent,Additions,Subledger,50000
B22,15,1953,14000,525,DUB,Invoices USD,Feb,Software,Additions,Subledger,50000
A0,17,1953,14000,2574,DUB,Invoices USD,Feb,Employee,Additions,Subledger,50000
B23,36,1953,14000,9146,DUB,Invoices USD,Feb,Office,Additions,Subledger,50000
B1,10,1952,14000,5859,DUB,Invoices USD,Feb,Services,Additions,Subledger,49990
B22,60,1965,14000,5133,DUB,Invoices USD,Feb,Services,Additions,Subledger,49772
B24,19,1995,14000,1953,DUB,Invoices USD,Feb,Training,Additions,Subledger,49772
A0,91,1915,14000,8344,DUB,Invoices EUR,Feb,Services,Additions,Subledger,49759
A0,71,1151,14000,8239,DUB,Invoices EUR,Feb,Employee,Additions,Subledger,49709
B22,22,1915,14000,9980,DUB,Invoices USD,Feb,Insurance,Additions,Subledger,49690
B1,98,1953,14000,5573,DUB,Invoices EUR,Feb,Marketing,Additions,Subledger,49627
A0,92,1953,14000,9426,DUB,Invoices EUR,Feb,Office,Additions,Subledger,49627
B24,87,1915,14000,4042,DUB,Invoices HKD,Feb,Travel,Additions,Subledger,49572
B23,82,1952,14000,9111,DUB,Invoices USD,Feb,Office,Additions,Subledger,49572
B23,42,6952,14000,1429,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,49565
B1,89,1992,14000,4384,DUB,Adjustment ILS,Feb,Marketing,Adjustment,Subledger,49556
B1,80,1992,14000,3886,DUB,Invoices USD,Feb,Travel,Additions,Subledger,49556
B1,45,1915,14000,4597,DUB,Invoices USD,Feb,Rent,Additions,Subledger,49540
B22,28,1915,14000,1973,DUB,Invoices USD,Feb,Employee,Additions,Subledger,49540
C25,39,1915,14000,6733,DUB,Invoices USD,Feb,Travel,Additions,Subledger,49540
B24,81,1965,14000,9004,DUB,Invoices USD,Feb,Office,Additions,Subledger,49497
B23,20,1953,14000,3622,DUB,Invoices AUD,Feb,Insurance,Additions,Subledger,49446
C25,14,1953,14000,4908,DUB,Invoices USD,Feb,Marketing,Additions,Subledger,49355
B24,15,1953,14000,6580,DUB,Invoices USD,Feb,Services,Additions,Subledger,49355
B22,57,1953,14000,7789,DUB,Invoices USD,Feb,Office,Additions,Subledger,49350
B22,42,1965,14000,478,DUB,Invoices USD,Feb,Office,Additions,Subledger,49296
B22,64,1953,14000,7294,DUB,Invoices USD,Feb,Services,Additions,Subledger,49294
B1,48,1915,14000,4275,DUB,"FOAAVAT RECL TTrequest Export.com, Inc. joelpayn ACE Reclass USD",Feb,Employee,Additions,Manual,49272
B23,37,1995,14000,7636,DUB,Invoices USD,Feb,Software,Additions,Subledger,49221
C25,83,1953,14000,5657,DUB,REC BRL,Feb,Office,Additions,Manual,49202
B23,62,1932,14000,327,DUB,Invoices USD,Feb,Rent,Additions,Subledger,49116
B24,41,1932,14000,7147,DUB,Invoices USD,Feb,Office,Additions,Subledger,49116
C25,78,1965,14000,1685,DUB,Invoices MYR,Feb,Employee,Additions,Subledger,49069
B22,96,1953,14000,9749,DUB,Invoices USD,Feb,Software,Additions,Subledger,49000
B1,37,1929,14000,7279,DUB,Invoices USD,Feb,Training,Additions,Subledger,47930
C25,46,1915,14000,5784,DUB,Invoices USD,Feb,Software,Additions,Subledger,47772
B22,15,1965,14000,4764,DUB,Invoices CHF,Feb,Training,Additions,Subledger,47724
C25,14,1915,14000,7861,DUB,Invoices USD,Feb,Office,Additions,Subledger,47707
B23,85,1915,14000,251,DUB,Invoices USD,Feb,Rent,Additions,Subledger,47664
A0,79,1953,14000,1970,DUB,Invoices USD,Feb,Insurance,Additions,Subledger,47636
B23,44,1953,14000,3471,DUB,Invoices USD,Feb,Software,Additions,Subledger,47636
B1,38,1953,14000,9216,DUB,Invoices USD,Feb,Office,Additions,Subledger,47636
B24,64,1915,14000,7447,DUB,Invoices MXN,Feb,Employee,Additions,Subledger,47525
B23,45,1915,14000,8597,DUB,Invoices USD,Feb,Rent,Additions,Subledger,47522
B1,92,1953,14000,2832,DUB,Write off XVATNCO part1 FOAAVAT RECL Expense MYL,Feb,Services,Additions,Manual,47511
B22,87,1953,14000,4513,DUB,REC BRL,Feb,Marketing,Additions,Manual,47491
B23,73,1953,14000,8948,DUB,REC BRL,Feb,Training,Additions,Manual,47491
B1,79,1953,14000,2637,DUB,Invoices USD,Feb,Employee,Additions,Subledger,47469
B23,51,1995,14000,6664,DUB,Invoices USD,Feb,Rent,Additions,Subledger,47360
